lab;filter_name;shelf;name;weight;unit;producer;quantity;code;sds
E1.12;S;;SUCROSE;1;kg;FLUKA;1;84100-1kg;https://www.sigmaaldrich.com/IT/en/sds/sial/84100
E1.12;S;;SULFURIC ACID 90%-91% FOR GERBER FAT DETERMINATION;u;L;MERCK;1;1007292500;https://www.sigmaaldrich.com/IT/it/sds/mm/1.00729
E1.12;S;;SULFURIC ACID 95%-97%;2,5;L;MERCK;1;1.007.312.510;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00731
E1.12;S;;SULFURIC ACID 95%-97%;2,5;L;J.T.BAKER;1;6057;https://it.vwr.com/assetsvc/asset/en_GB/id/33996518/contents
E1.12;S;;SUNSET YELLOW;25;g;SIGMA-ALDRICH;1;465224;https://www.sigmaaldrich.com/IT/en/sds/aldrich/465224
E1.12;T;;TARTRAZINE;100;g;SIGMA-ALDRICH;1;T0388-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/t0388
E1.12;T;;tert-BUTYL METHYL ETHER;1;L;VWR;1;85027290;https://it.vwr.com/assetsvc/asset/en_GB/id/16615804/contents
E1.12;T;;tetra-SODIUM DIPHOSPHATE DECAHYDRATE;1;kg;VWR;1;28.055.292;https://it.vwr.com/assetsvc/asset/en_GB/id/7670569/contents
E1.12;T;;THYMOLPHTALEIN;10;g;SIGMA ALDRICH;1;89360;https://www.sigmaaldrich.com/IT/en/sds/sial/89360
E1.12;T;;THYMOLPHTALEIN;25;g;VWR;1;86157150;https://it.vwr.com/assetsvc/asset/en_GB/id/27813041/contents
E1.12;T;;TRIETHANOLAMINE;500;ML;SIGMA ALDRICH;1;90279-500ML;https://www.sigmaaldrich.com/IT/en/sds/sigma/90279
E1.12;T;;TRIETHANOLAMINE;1;L;VWR;1;28.746.290;https://it.vwr.com/assetsvc/asset/en_GB/id/7667883/contents
E1.12;T;;TWEEN 20;;;SIGMA ALDRICH;1;655204;https://www.sigmaaldrich.com/IT/en/sds/mm/655204
E1.12;U;;UREA, ACS 99.0-100.5% ;1;kg;SIGMA-ALDRICH;1;U5128;https://www.sigmaaldrich.com/IT/en/sds/sial/u5128
E1.12;Z;;ZINC CHLORIDE;1;kg;VWR;1;29.126.294;https://it.vwr.com/assetsvc/asset/en_GB/id/7669131/contents
E1.22;A;;ACETIC ACID glacial ;1;L;FLUKA;3;33209;https://lab.honeywell.com/sm/api/rc/documents/download/33209-1L-GL_SDS_GB_E?appId=76&catNo=33209-1L-GL&matnr=10192248&lang=E&country=GB&type=SDS
E1.22;A;;ACETIC ACID glacial 100%;1;L;Merck;3;1.000.631.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00063
E1.22;A;;ACETIC ANHYDRIDE;2,5;L;Sigma-Aldrich;1;110043;https://www.sigmaaldrich.com/IT/en/sds/aldrich/110043
E1.22;A;;ACETONITRILE (HPLC);2,5;L;Riedel de Haen;8;34851;https://lab.honeywell.com/sm/api/rc/documents/download/34851-2.5L_SDS_GB_E?appId=76&catNo=34851-2.5L&matnr=10193144&lang=E&country=GB&type=SDS
E1.22;A;;ACETONITRILE (LC-MS);2,5;L;Riedel de Haen;2;34998;https://lab.honeywell.com/sm/api/rc/documents/download/34998-2.5L_SDS_GB_E?appId=76&catNo=34998-2.5L&matnr=10193400&lang=E&country=GB&type=SDS
E1.22;A;;ACIDO MURIATICO;1;L;;2;;
E1.22;A;;ACQUA OSSIGENATA;5;L;;1;;
E1.22;A;;AMMONIA BUFFER SOLUTION;1;L;FLUKA;1;33582;https://lab.honeywell.com/sm/api/rc/documents/download/33582-1L_SDS_GB_E?appId=76&catNo=33582-1L&matnr=10192527&lang=E&country=GB&type=SDS
E1.22;A;;AMMONIA BUFFER SOLUTION;1;L;J.T.Baker;2;7268;https://lab.honeywell.com/sm/api/rc/documents/download/33582-1L_SDS_GB_E?appId=76&catNo=33582-1L&matnr=10192527&lang=E&country=GB&type=SDS
E1.22;H;;HYDROCHLORIC ACID 1 mol/l in ETOH;1;L;Riedel de Haen;2;35330;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00327
E1.22;H;;HYDROCHLORIC ACID 1 mol/l in ETOH;1;L;Fluka;1;31088;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00327
E1.22;H;;HYDROCHLORIC ACID 37%;2,5;L;PANREAC;1;1.310.201.212;https://www.itwreagents.com/download_file/sds/131020/eu/sds_131020_en.pdf
E1.22;H;;HYDROCHLORIC ACID 37-38%;2,5;L;J.T.Baker;1;6081;https://it.vwr.com/assetsvc/asset/en_GB/id/33773886/contents
E1.22;I;;ISOPROPYL ALCOHOL;2,5;L;Sigma-Aldrich;1;33539;https://lab.honeywell.com/sm/api/rc/documents/download/33539-2.5L_SDS_GB_E?appId=76&catNo=33539-2.5L&matnr=10233881&lang=E&country=GB&type=SDS
E1.22;M;;METHANOL (HPLC);2,5;L;Riedel de Haen;4;34860;https://lab.honeywell.com/sm/api/rc/documents/download/34860-2.5L_SDS_GB_E?appId=76&catNo=34860-2.5L&matnr=10193177&lang=E&country=GB&type=SDS
E1.22;M;;METHANOL (HPLC);2,5;L;VWR;4;20.864.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E1.22;N;;NITRIC ACID 67-69%;2,5;L;Carlo Erba;2;408117;
E1.22;N;;NITRIC ACID 69%;1;L;Honeywell;6;84385;https://lab.honeywell.com/sm/api/rc/documents/download/84385-1L_SDS_GB_E?appId=76&catNo=84385-1L&matnr=10641898&lang=E&country=GB&type=SDS
E1.22;N;;NITRIC ACID 69%;2,5;L;VWR;2;101685D;https://it.vwr.com/assetsvc/asset/en_GB/id/7901589/contents
E1.22;N;;NITRIC ACID?  65%;2,5;L;PANREAC;1;1.332.551.612;https://www.itwreagents.com/download_file/sds/131037/eu/sds_131037_en.pdf
E1.22;N;;NITRIC ACID?  69%;2,5;L;MERCK;1;1.017.992.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.01799
E1.22;N;;NITRIC ACID?  69% TraceSELECT;1;L;FLUKA;2;84385;https://lab.honeywell.com/sm/api/rc/documents/download/84385-1L_SDS_GB_E?appId=76&catNo=84385-1L&matnr=10641898&lang=E&country=GB&type=SDS
E1.22;O;;ORTOPHOSPHORIC ACID 85%;1;L;VWR;1;20.624.295;https://it.vwr.com/assetsvc/asset/en_GB/id/7901689/contents
E1.22;P;;PERCHLORIC ACID 60%;1;L;VWR;1;20.583.240;https://it.vwr.com/assetsvc/asset/en_GB/id/7901522/contents
E1.22;P;;PERCHLORIC ACID 70%;0,1;L;Sigma-Aldrich;1;77230;https://www.sigmaaldrich.com/IT/en/sds/sial/77230
E1.22;P;;PERCHLORIC ACID 70%;1;L;J.T.Baker;1;6063;https://us.vwr.com/assetsvc/asset/en_US/id/37637967/contents
E1.22;P;;PERCHLORIC ACID 70%;0,5;L;SIGMA-ALDRICH;1;244252;https://www.sigmaaldrich.com/IT/en/sds/sigald/244252
E1.22;P;;PICRIC ACID ;100;L;SIGMA-ALDRICH;1;197378;https://www.sigmaaldrich.com/IT/en/sds/aldrich/197378
E1.22;S;;SODA CAUSTICA SCAGLIE;5;L;MARTEN;1;;
E1.22;S;;SODIUM HYDROXIDE;1;L;MERCK;2;1.064.981.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06498
E1.22;S;;SULFURIC ACID 0.05 mol/l (0.1 N) ;4;L;Merck;3;1.090.744.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.09074
E1.22;S;;SULFURIC ACID 30% ;2,5;L;FLUKA;1;84724;https://lab.honeywell.com/sm/api/rc/documents/download/30743-2.5L-GL_SDS_GB_E?appId=76&catNo=30743-2.5L-GL&matnr=10190823&lang=E&country=GB&type=SDS
E1.22;S;;SULFURIC ACID 95-97%;2,5;L;J.T.Baker;1;6057;https://it.vwr.com/assetsvc/asset/en_GB/id/33996518/contents
E1.22;S;;SULFURIC ACID 96%;2,5;L;PANREAC;1;1.310.581.212;https://www.itwreagents.com/download_file/sds/131058/eu/sds_131058_en.pdf
E1.22;S;;SULFURIC ACID standardized solution;1;L;Alfa Aesar;3;35610;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=35610
E1.22;S;;SULPHURIC ACID 1 mol/l (2 N);2,5;L;VWR;2;30.149.325;https://it.vwr.com/assetsvc/asset/en_GB/id/7901927/contents
E1.23;B;;1-BUTANOL;1;L;PANREAC;2;1.310.821.611;https://www.itwreagents.com/download_file/sds/131082/eu/sds_131082_en.pdf
E1.23;O;;1-OCTANOL (HPLC);1;L;Sigma-Aldrich;1;293245;https://www.sigmaaldrich.com/IT/en/sds/sigald/293245
E1.23;P;;1-PENTANOL 99+%;0,5;L;Sigma-Aldrich;1;398268;https://www.sigmaaldrich.com/IT/en/sds/sial/398268
E1.23;P;;1-PROPANOL;2,5;L;Sigma-Aldrich;1;402893-M;https://www.sigmaaldrich.com/IT/en/sds/sial/402893-m
E1.23;P;;1-PROPANOL;2,5;L;Carlo Erba;3;415102;https://www.carloerbareagents.com/cerstorefront/medias/CH0041-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w1NDA1MjB8YXBwbGljYXRpb24vcGRmfGFESXpMMmd5WlM4eE5UUXhOVGd3TnpnMk9EazFPQzlEU0RBd05ERmZSVlV1Y0dSbXwwZDBkNTViYTRjNzc4OGVmNGEwNzk0ZGY2YzJiZGYyNTFmOWQzM2QwZmJmZDU4ZGIxMTI1NzJjZWQ1OWI3OTZi&attachment=true
E1.23;A;;ACETONE;5;L;VWR;1;20.063.365;https://it.vwr.com/assetsvc/asset/en_GB/id/7468850/contents
E1.23;A;;ACETONE;2,5;L;Honeywell;2;32201;https://lab.honeywell.com/sm/api/rc/documents/download/32201-2.5L-GL_SDS_GB_E?appId=76&catNo=32201-2.5L-GL&matnr=10191389&lang=E&country=GB&type=SDS
E1.23;A;;ACETONE;1;L;PANREAC;1;1.310.071.211;https://www.itwreagents.com/download_file/sds/131007/eu/sds_131007_en.pdf
E1.23;A;;ACETONE;2,5;L;VWR;2;20.067.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7668864/contents
E1.23;A;;ACETONE (HPLC);2,5;L;Sigma-Aldrich;2;34850-M;https://www.sigmaaldrich.com/IT/en/sds/sial/34850-m
E1.23;A;;ACETONITRILE (HPLC);2,5;L;VWR;4;20.048.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7666656/contents
E1.23;A;;ACETONITRILE (HPLC);2,5;L;LABKEM;1;ACTN-0GH-2K5;https://ita.labbox.com/wp-content/uploads/FDS/SDS_EN_10022.pdf
E1.23;A;;ALCOOL ETILICO 99.9;5;L;COVERSOL;2;;
E1.23;D;;DICHLOROMETHANE ;2,5;L;VWR;3;23.354.326;https://it.vwr.com/assetsvc/asset/en_GB/id/7902255/contents
E1.23;D;;DIMETHYL SULFOXIDE;1;L;SUPELCO;8;1.167.431.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.16743
E1.23;E;;ETHANOL 96%;2,5;L;J.T.Baker;1;8007;https://it.vwr.com/assetsvc/asset/en_GB/id/37719056/contents
E1.23;E;;ETHANOL 96%;2,5;L;J.T.Baker;1;8007;https://it.vwr.com/assetsvc/asset/en_GB/id/37719056/contents
E1.23;E;;ETHANOL 96%;5;L;VWR;2;20.905.365;https://it.vwr.com/assetsvc/asset/en_GB/id/7666068/contents
E1.23;E;;ETHANOL 96%;2,5;L;Carlo Erba;2;4146322;https://www.carloerbareagents.com/cerstorefront/medias/CH0805-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w0OTcyMTV8YXBwbGljYXRpb24vcGRmfGFEVTJMMmhtTVM4eE5UUXlOVGN5TVRZNU5qSTROaTlEU0RBNE1EVmZSVlV1Y0dSbXxkOWQzZTFhNGQ1ZmFlMjYzYzA1M2Y3ZDM0MDA2NTUzMjQ3YmE3YTFjYzNkM2M4NmEyODQwOGRkNzRlNTEyMTJi&attachment=true
E1.23;E;;ETHANOL absolute;2,5;L;MERCK;2;1.009.862.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00986
E1.23;E;;ETHANOL absolute;1;L;Honeywell;1;2860;https://lab.honeywell.com/sm/api/rc/documents/download/02860-1L_SDS_GB_E?appId=76&catNo=02860-1L&matnr=10641692&lang=E&country=GB&type=SDS
E1.23;E;;ETHANOL absolute;1;L;MERCK;2;1.009.861.000;https://www.sigmaaldrich.com/IT/it/sds/mm/1.00986
E1.23;E;;ETHYL ACETATE;2,5;L;Prolabo;1;23.882.321;https://it.vwr.com/assetsvc/asset/en_GB/id/7669234/contents
E1.23;E;;ETHYL ACETATE ;2,5;L;J.T.Baker;3;8037;https://it.vwr.com/assetsvc/asset/en_GB/id/37174966/contents
E1.23;E;;ETHYL ACETATE ;1;L;PANREAC;1;1.313.181.211;https://www.itwreagents.com/download_file/sds/131318/eu/sds_131318_en.pdf
E1.23;H;;HEXAN;2,5;L;J.T.Baker;1;8044;https://it.vwr.com/assetsvc/asset/en_GB/id/7668475/contents
E1.23;M;;METHANOL;2,5;L;VWR;2;85.800.320;https://it.vwr.com/assetsvc/asset/en_GB/id/22992128/contents
E1.23;M;;METHANOL (HIPERSOLV HPLC GRADIENT);2,5;L;VWR;1;20.864.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E1.23;M;;METHANOL gradient grade;2,5;L;VWR;4;20.864.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E1.23;T;;TRIETHANOLAMINE;1;L;VWR;1;28.746.290;https://it.vwr.com/assetsvc/asset/en_GB/id/7667883/contents
E2.31;D;;2,6-DICHLOROINDOPHENOL SODIUM SALT HYDRATE;5;G;SIGMA-ALDRICH;1;D1878-5G;https://www.sigmaaldrich.com/IT/en/sds/sigma/d1878
E2.31;N;;1-NAPHTOL;10;g;SIGMA-ALDRICH;1;N1000-10G;https://www.sigmaaldrich.com/IT/en/sds/sial/n1000
E2.31;D;;2,2-Diphenyl-1-picrylhydrazyl (free radical) ;250;mg;Alfa Aesar;1;44150;https://www.alfa.com/it/msds/?language=EN&subformat=CLP1&sku=44150
E2.31;K;;2-KETOGLUTARIC ACID, 98%;25;g;THERMO ;1;A10256;https://www.alfa.com/en/msds/?language=EN&subformat=CLP1&sku=A10256
E2.31;P;;2-PROPANOL;2,5;L;PANREAC;1;1.310.901.212;https://www.itwreagents.com/download_file/sds/131090/eu/sds_131090_en.pdf
E2.31;P;;3-(2-Pyridyl)-5,6-diphenyl-1,2,4-triazine-4?,4??-disulfonic acid sodium salt;5;g;SIGMA ALDRICH;1;82950;https://www.sigmaaldrich.com/IT/en/sds/sial/82950
E2.31;M;;4-METHYLCATECHOL;5;g;SIGMA-ALDRICH;1;M34200-5G;https://www.sigmaaldrich.com/IT/en/sds/aldrich/m34200
E2.31;N;;4-NITROPHENOL;250;g;FLUKA;1;73560-25G;https://www.honeywellmsds.com/ehswww/hon/result/result_single.jsp?P_LANGU=E&P_SYS=1&P_SSN=22282&C001=MSDS&C997=C100%3BE%2BC101%3BSDS_GB%2BC102%3BGB%2B3400&C100=*&C101=*&C102=*&C005=&C038=10651553&C008=&C006=HON&C018=TRUE+&C028=TRUE+&C013=
E2.31;D;;5,6-Diphenyl-3-(2-pyridyl)-1,2,4-triazine-4,4-disulfonic acid monosodium salt hydrate;5;g;ALFA AESAR;1;B24066;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=B24066
E2.31;S;;5-SULFOSALICYLIC ACID HYDRATE;100;g;SIGMA-ALDRICH;1;390275-100G;https://www.sigmaaldrich.com/IT/en/sds/aldrich/390275
E2.31;A;;ACETIC ACID (Food grade);1;L;SIGMA-ALDRICH;1;W200611;https://www.sigmaaldrich.com/IT/en/sds/aldrich/w200611
E2.31;A;;ACETIC ACID glacial 100%;1;L;MERCK;2;100.063;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00063
E2.31;A;;ACETIC ACID glacial 100%;2,5;L;SIGMA-ALDRICH;1;695092;https://www.sigmaaldrich.com/IT/en/sds/sigald/695092
E2.31;A;;ACETIC ANHYDRIDE;1;L;MERCK;1;822.278;https://it.vwr.com/assetsvc/asset/en_GB/id/7902271/contents
E2.31;A;;ACETONE;5;L;VWR;1;20.063.365;https://it.vwr.com/assetsvc/asset/en_GB/id/7468850/contents
E2.31;A;;ACETONITRILE;2,5;L;VWR;1;20.048.320;https://it.vwr.com/assetsvc/asset/en_GB/id/7666656/contents
E2.31;A;;ACETYLSALICYLIC ACID;500;g;SIGMA-ALDRICH;1;A5376-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a5376
E2.31;A;;AGAR Bios special LL;500;g;BIOLIFE;2;4110302;https://gest.joyadv.it/public/cartellina-allegati-schede-certificazioni/schede-sicurezza-inglese/SSE-4110302.pdf
E2.31;A;;AGAROSE for analytical nucleic acid electrophoresis;100;g;MILLIPORE;1;1012360100;https://www.sigmaaldrich.com/IT/en/sds/mm/1.01236
E2.31;A;;AGAROSE LOW EEO;100;g;SIGMA;2;A9539-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a9539
E2.31;A;;AGAROSE, LOW EEO (AGAROSE STANDARD);100;g;PANREAC;1;A2114;https://www.itwreagents.com/download_file/sds/A2114/eu/sds_A2114_en.pdf
E2.31;A;;AGAROSE, molecular biology grade;100;g;MP Biomedicals;1;11AGAH0100 ;https://www.mpbio.com/media/document/file/sds/dest/m/p/_/m/s/d/s/_/a/g/a/h/0/MP_MSDS_AGAH0100_US_EN.pdf
E2.31;A;;ALBUMIN FROM BOVINE SERUM;10;g;SIGMA-ALDRICH;1;A4503-106;https://www.sigmaaldrich.com/IT/en/sds/sigma/a4503
E2.31;A;;ALLYL ISOTHIOCYANATE;500;g;SIGMA-ALDRICH;1;W203408-500G-K;https://www.sigmaaldrich.com/IT/en/sds/aldrich/w203408
E2.31;A;;ALUMINIUM CHLORIDE;1;kg;SIGMA-ALDRICH;1;206911;https://www.sigmaaldrich.com/IT/en/sds/sigald/206911
E2.31;A;;ALUMINIUM NITRATE NONAHYDRATE;500;g;ACROS ORGANICS;1;218285000;https://www.fishersci.ca/store/msds?partNumber=AC218285000&productDescription=aluminium-nitrate-nonahydrate-99-analysis-thermo-scientific&language=en&countryCode=CA
E2.31;A;;AMMONIUM  ACETATE ;500;g;SIGMA-ALDRICH;1;238074;https://www.sigmaaldrich.com/IT/en/sds/sigald/238074
E2.31;A;;AMMONIUM  ACETATE ;1;kg;FLUKA;1;9690;https://lab.honeywell.com/sm/api/rc/documents/download/32301-1KG_SDS_GB_E?appId=76&catNo=32301-1KG&matnr=10191539&lang=E&country=GB&type=SDS
E2.31;A;;AMMONIUM BUFFER SOLUTION;1;L;MERCK;2;1094781000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.09478
E2.31;A;;AMMONIUM CHLORIDE;500;g;SIGMA-ALDRICH;1;A9434-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a9434
E2.31;A;;AMMONIUM HYDROXIDE SOLUTION 30%;2,5;L;CARLO ERBA;1;419943;https://www.carloerbareagents.com/cerstorefront/medias/CH0117-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w2MTUzMzl8YXBwbGljYXRpb24vcGRmfGFETTFMMmcyTkM4eE5UUXhORFF6TkRJek5ETTVPQzlEU0RBeE1UZGZSVlV1Y0dSbXw1MDk3NjMyYmJjM2E0MGZhYmUxMjAwNmNhODNkZTE0NDRkYWEwYTU3OTMyN2EyMDlkMGU4Zjg3YWQ5NjQyMzcx&attachment=true
E2.31;A;;AMMONIUM HYDROXIDE, 50% SOLUTION;1;L;ALFA AESAR;1;35574;https://www.fishersci.it/store/msds?partNumber=11455020&countryCode=IT&language=en
E2.31;A;;AMMONIUM MOLYBDATE TETRAHYDRATE;100;g;SIGMA ALDRICH;1;09878-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/09878
E2.31;A;;AMMONIUM NITRATE ;1;kg;Merck;1;221244-500g;https://www.sigmaaldrich.com/IT/en/sds/sigald/221244
E2.31;A;;AMPICILLIN;5;g;SIGMA;1;A9393-5G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a9393
E2.31;A;;AMYLOGLUCOSIDASE from Aspergillus niger;50;mL;SIGMA;1;A7095-50 ML;https://www.sigmaaldrich.com/IT/en/sds/sigma/a7095
E2.31;A;;ANTHRAQUINONE-2 SULFONIC ACID SODIUM SALT;100;g;FLUKA;1;10670;https://www.sigmaaldrich.com/IT/en/sds/sial/10670
E2.31;B;;BARIUM NITRATE, 99+%;500;g;SIGMA-ALDRICH;1;217581-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/217581
E2.31;A;;BBL AGAR, GRADE A;454;g;BD;1;212304;https://us.vwr.com/assetsvc/asset/en_US/id/9101940/contents
E2.31;B;;BENZATHINE BENZYLPENICILLIN;25;mg;SIGMA-ALDRICH;1;CDS020801-25MG;https://www.sigmaaldrich.com/IT/en/sds/sial/b0500000
E2.31;B;;BIONIC BUFFER 10X;1;L;SIGMA-ALDRICH;1;B6185 ;https://www.sigmaaldrich.com/IT/en/sds/sigma/b6185
E2.31;B;;BIURET REAGENT ;110;mL;SIGMA-ALDRICH;3;B3934;https://www.sigmaaldrich.com/IT/en/sds/sigma/b3934
E2.31;B;;BLUE DEXTRAN;1;g;SIGMA-ALDRICH;1;D5751;https://www.sigmaaldrich.com/IT/en/sds/sigma/d5751
E2.31;B;;BOVINE SERUM ALBUMIN;10;g;SIGMA-ALDRICH;1;A2153-10G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a2153
E2.31;B;;BRADFORD ASSAY SOLUTION;500;mL;TCI;2;B5702-500ML;https://www.tcichemicals.com/US/en/sds/B5702_US_EN.pdf
E2.31;B;;BRADFORD REAGENT;500;mL;SIGMA-ALDRICH;1;B6916-500ML;https://www.sigmaaldrich.com/IT/en/sds/sigma/b6916
E2.31;B;;BROMOTHYMOL BLUE SODIUM SALT;25;g;SIGMA ALDRICH;1;B8630-25G;https://www.sigmaaldrich.com/IT/en/sds/sial/b8630
E2.31;B;;BUFFER SOLUTION SÖRENSEN;1;L;LCH CHEMIE;1;89870290;
E2.31;B;;BUTYLATED HYDROXYTOLUENE;SAMPLE;;SIGMA-ALDRICH;1;W218405-SAMPLE-K;https://www.sigmaaldrich.com/IT/en/sds/aldrich/w218405
E2.31;C;;CALCIUM ACETATE MONOHYDRATE;100;g;SIGMA-ALDRICH;1;402850;https://www.sigmaaldrich.com/IT/en/sds/sigald/402850
E2.31;C;;CALCIUM CARBONATE;500;g;SIGMA-ALDRICH;1;795445;https://www.sigmaaldrich.com/IT/en/sds/sial/795445
E2.31;C;;CALCIUM CHLORIDE anhydrous;1;kg;MERCK;1;1.023.821.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.02382
E2.31;C;;CALCIUM CHLORIDE anhydrous;100;g;SIGMA-ALDRICH;1;C5670-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/c5670
E2.31;C;;CALCIUM CHLORIDE DIHYDRATE;500;g;SIGMA-ALDRICH;1;223506-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/223506
E2.31;C;;CALCIUM HYDROXIDE;500;g;SIGMA-ALDRICH;2;239232-500;https://www.sigmaaldrich.com/IT/en/sds/sigald/239232
E2.31;C;;CALCIUM NITRATE TETRAHYDRATE ACS REAGENT;500;g;SIGMA-ALDRICH;1;237124;https://www.sigmaaldrich.com/IT/en/sds/sigald/237124
E2.31;C;;CALCIUM SULFATE;500;g;SIGMA-ALDRICH;1;C3771-500;https://www.sigmaaldrich.com/IT/en/sds/sigald/c3771
E2.31;C;;CHLOROFORM;1;L;VWR;2;22.706.292;https://it.vwr.com/assetsvc/asset/en_GB/id/7902271/contents
E2.31;C;;CITRIC ACID MONOHYDRATE;500;g;SUPELCO;1;1002440500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00244
E2.31;C;;Crystal Violet;1;L;Pro-LAB;1;PL.7001;https://www.pro-lab.co.uk/wp-content/uploads/2019/08/File-1513941800.pdf
E2.31;C;;Cycloheximide;1;g;PANREAC;1;A0879;https://www.itwreagents.com/download_file/sds/A0879/eu/sds_A0879_en.pdf
E2.31;C;;Cyclosporin A;25;mg;SIGMA-ALDRICH;1;30024-25MG;https://www.sigmaaldrich.com/IT/en/sds/sigma/30024
E2.31;G;;D-(+)-GLUCOSE;1;kg;SIGMA-ALDRICH;1;G7021-1KG;https://www.sigmaaldrich.com/IT/en/sds/sigma/g7021
E2.31;S;;D-(+)-SUCROSE;1;kg;SIGMA-ALDRICH;1;84100;https://www.sigmaaldrich.com/IT/en/sds/sial/84100
E2.31;F;;D-FRUCTOSE;100;g;SIGMA-ALDRICH;1;F3510;https://www.sigmaaldrich.com/IT/en/sds/sigma/f3510
E2.31;D;;DIETHYL ETHER 99.5%;1;L;ACROS ORGANICS;1;AC176820010;https://www.fishersci.com/store/msds?partNumber=AC176820010&productDescription=DIETHYL+ETHER+FO+1LT&vendorId=VN00032119&countryCode=US&language=en
E2.31;L;;D-LACTOSE MONOHYDRATE;1;g;SIGMA-ALDRICH;1;PHR1024-1G;https://www.sigmaaldrich.com/IT/en/sds/sial/phr1024
E2.31;M;;DL-MALIC ACID, 99+%;250;g;THERMO ;1;A0438827;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ACR12525~~PDF~~MTR~~CLP1~~EN~~2020-12-13%2022:01:06~~DL-Malic%20acid~~
E2.31;D;;DRYING PEARLS ORANGE;1;Kg;SIGMA-ALDRICH;1;94098;https://www.sigmaaldrich.com/IT/en/sds/aldrich/94098
E2.31;E;;EDTA 99%;500;g;SIGMA ALDRICH;1;E5134-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/e5134
E2.31;E;;EDTA disodium salt 0.1N in acqueous solution;1;L;VWR;1;30.031.294;https://it.vwr.com/assetsvc/asset/en_GB/id/7896627/contents/7896627.pdf
E2.31;E;;EDTA FERRIC MONOSODIUM SALT TRIHYDRATE;250;g;VWR;1;280233V;https://it.vwr.com/assetsvc/asset/en_GB/id/7667473/contents/7667473.pdf
E2.31;E;;ENDO AGAR;500;g;BIOKAR DIAGNOSTICS;1;BK057HA;https://www.solabia.com/Download/Produto/Arquivo/7143d7fbadfa4693b9eec507d9d37443
E2.31;E;;ETHANOL 96%;1;L;Honeywell;1;2860;https://lab.honeywell.com/sm/api/rc/documents/download/02860-1L_SDS_GB_E?appId=76&catNo=02860-1L&matnr=10641692&lang=E&country=GB&type=SDS
E2.31;E;;ETHANOL 96%;2,5;L;CARLO ERBA;1;4146322;https://www.carloerbareagents.com/cerstorefront/medias/CH0805-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w0OTcyMTV8YXBwbGljYXRpb24vcGRmfGFHRTNMMmhtTUM4eE5UUXlOVGN5TVRZek1EYzFNQzlEU0RBNE1EVmZSVlV1Y0dSbXw1ZmZjMjZiYmVjODdkOWFhNDY2NTcyMDU5YjAxYjAwNzZhNDM1ODMxMjc1MzRjNTMyNzEzNzA3NjMyMDAyNDQ2&attachment=true
E2.31;E;;ETHANOL ABSOLUTE;1;L;SAFC;1;100.986;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00986
E2.31;E;;ETHYL ACETATE;1;L;SIGMA_ALDRICH;1;270989;https://www.sigmaaldrich.com/IT/en/sds/sial/270989
E2.31;F;;FISKE SUBARROW REDUCER;25;g;SIGMA ALDRICH;2;F5428-25G;https://www.sigmaaldrich.com/IT/en/sds/sigma/f5428
E2.31;F;;FLUOROCULT DEV LACTOSE PEPTONE BROTH;500;g;MILLIPORE;1;04313-500G;https://www.sigmaaldrich.com/IT/en/sds/sial/04313
